"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.1886655261732,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",11.2820381918278,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",11.3733764041936,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",11.4673762895841,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",11.5261452553491,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",11.5452649535964,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",11.532758694701,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",11.4849585756269,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",11.4192160962729,,
"GRC","Greece","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",11.3518570105556,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.40745167827,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",10.4839581987534,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",10.5689445373386,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",10.6698073176801,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",10.745252721971,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",10.7826783774142,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",10.7884131246218,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",10.761351391822,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",10.7175279437839,,
"GRC","Greece","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",10.6716561242009,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.71954014281321,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",9.72210300980908,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",9.75729971471866,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",9.80604082229724,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.80936701864729,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",9.7632819975327,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",9.72362137004555,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",9.70642088422918,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",9.71600235050296,,
"HUN","Hungary","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",9.72324572177188,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.2365418453932,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",11.2016708017186,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",11.2058006437083,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",11.2311889416855,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",11.1956064878346,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",11.1069303812047,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",11.0444155532811,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",11.012115653438,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",11.0016253555465,,
"HUN","Hungary","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",10.9825845355697,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.447905536253,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",10.4332852004618,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",10.4542433459208,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",10.4923700818142,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",10.4775373493389,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",10.4114818133366,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",10.361343894855,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",10.3373917631635,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",10.3378049982637,,
"HUN","Hungary","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",10.3328553977929,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",13.0151639435121,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",12.9834585482341,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",13.017073327478,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",13.0583270186074,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",13.0428476711421,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",12.9202487934338,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",12.7077737056992,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",12.5003809697967,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",12.318987136963,,
"ISL","Iceland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",12.1415491115449,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.9029373865937,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",12.850374335419,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",12.8590236986024,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",12.9586558822508,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",12.9795730828075,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",12.8328003343799,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",12.6659842130032,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",12.4873367102106,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",12.3100950612628,,
"ISL","Iceland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",12.1481631452853,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.9575807622456,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",12.9151291512915,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",12.9358361703678,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",13.0070133603621,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",13.0102932559432,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",12.8753716303849,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",12.6863631166326,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",12.4937061445392,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",12.314441780568,,
"ISL","Iceland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",12.1449267513336,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.4667548513291,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",12.559387224582,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",12.656425936267,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",12.7493508644264,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",12.8286392865945,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",12.888978161403,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",12.9017821635567,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",12.8704548624834,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",12.8110234320674,,
"IRL","Ireland","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",12.7117566824489,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",13.1630055067786,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",13.2324805479364,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",13.3161496645136,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",13.4150203902977,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",13.5097214406195,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",13.5776212890609,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",13.6066160982412,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",13.5995348166702,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",13.5493684549047,,
"IRL","Ireland","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",13.4593554191185,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",12.8115771951448,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",12.8926480171363,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",12.9829463469365,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",13.0786657351961,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",13.1654132187252,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",13.2293217010935,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",13.2499510816292,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",13.2304158356116,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",13.1753709420193,,
"IRL","Ireland","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",13.0804784648475,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.18726157731612,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",9.2296550709236,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",9.27570736472286,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",9.31765061294321,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.3375941525078,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",9.33736237989038,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",9.32790590004591,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",9.29365070413602,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",9.22781957753852,,
"ITA","Italy","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",9.14549214136668,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.5614830647829,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",10.5943269956407,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",10.6127852246201,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",10.6225186508183,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",10.6181564606556,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",10.5963065391331,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",10.5670141303657,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",10.5108913848498,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",10.4219812663094,,
"ITA","Italy","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",10.3134320925705,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.85789364812924,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",9.89615789825665,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",9.92921025373325,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",9.95583280806035,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.96426860973221,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",9.95380727056966,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",9.93496245333696,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",9.89029464664491,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",9.81342960236789,,
"ITA","Italy","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",9.71850121420103,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",8.87047490925179,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",8.80249637355851,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",8.74121650417926,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",8.67711111836398,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",8.6070937364722,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",8.55378447810404,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",8.49302802303115,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",8.45480986680964,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",8.39989724739922,,
"JPN","Japan","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",8.36798413286841,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.86000415533225,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",9.78555204261149,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",9.71332503346744,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",9.64024014697708,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.55915966502181,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",9.50298580040622,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",9.43598438421393,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",9.39259045001224,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",9.33869511049659,,
"JPN","Japan","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",9.3030643644496,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",9.35114656536014,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",9.27986953673221,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",9.21312301794378,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",9.14450509757958,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.06896686060011,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",9.01411717210105,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",8.9501810269348,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",8.90930558565474,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",8.85474019527449,,
"JPN","Japan","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",8.82088051659492,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.4163580344798,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",9.97947692575518,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",9.64872731381338,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",9.35268307287546,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.04104642248445,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",8.84815511558706,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",8.80025799089358,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",8.80169287189516,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",8.74653745274098,,
"KOR","Korea","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",8.75994574347662,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.324592323285,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",10.8566996130726,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",10.5073152674197,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",10.1797343765148,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.83473841759426,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",9.60432684481252,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",9.51995182225468,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",9.48598467688481,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",9.40452374279469,,
"KOR","Korea","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",9.40282179976863,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.8702183381404,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",10.4176857738197,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",10.0775332123797,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",9.76564110284287,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",9.43726249576656,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",9.22556470806672,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",9.15939366976817,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",9.14310002739761,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",9.07475877743037,,
"KOR","Korea","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",9.08056461003677,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",10.8458901833443,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",10.718445872318,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",10.6404664246149,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",10.5717219080893,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",10.4994887696187,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",10.4312037206841,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",10.3911197198838,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",10.4013450066039,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",10.4030081269838,,
"LUX","Luxembourg","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",10.3883339875838,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.4264422971991,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",11.2582883482462,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",11.1532313313542,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",11.0965008620716,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",11.0214965759642,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",10.9596145629208,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",10.9298422289359,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",10.9021588519293,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",10.8824710336125,,
"LUX","Luxembourg","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",10.8499502204523,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",11.1383355008136,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",10.99054523317,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",10.8990649871549,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",10.8365192200828,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",10.7630062319337,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",10.6980544121718,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",10.6632653061224,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",10.6544077879935,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",10.6453356989313,,
"LUX","Luxembourg","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",10.6216793322357,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",16.4329400463414,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",16.2772090737502,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",16.1292107314237,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",15.9841670981956,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",15.8396368797805,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",15.6963145090734,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",15.5556285442989,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",15.4170334153409,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",15.2784100657079,,
"MEX","Mexico","W","Women","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",15.1398743926979,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",17.5508917518338,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",17.396361505224,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",17.2494484790715,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",17.108650514713,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",16.970339853931,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",16.8318918220322,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",16.6927371256756,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",16.5514975086461,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",16.4079863074971,,
"MEX","Mexico","M","Men","15-24_SHARE","Share of 15 to 24 - youth","2030","2030",16.2647127450012,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2021","2021",16.9802402511749,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2022","2022",16.8250327417294,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2023","2023",16.6774910252213,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2024","2024",16.5344426375868,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2025","2025",16.3928674182638,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2026","2026",16.2518377278067,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2027","2027",16.1118060811199,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2028","2028",15.9718214647586,,
"MEX","Mexico","T","Total","15-24_SHARE","Share of 15 to 24 - youth","2029","2029",15.83071083172,,
